caseid,SOCIETY_TRANS_W92,FREECOLL_W92,UNIMMIGCOMM_W92,ECON4_b_W54,F_PARTY_FINAL,FAMSURV2Wc_W50,F_AGECAT,BILLION_W92,ELECT_IMPT3_PRVFR_W92,F_INCOME,INEQ1_W54,GOVPRIORITYb_W54,POLINTOL2_a_W92,GOVPRIORITYd_W54,SATLIFEc_W50,PROG_RNEED_W92,F_RELIG,FAMSURV6_W50,GODMORALIMP_W92,FAMSURV2Mc_W50,WHADVANT_W92,REPRSNTREP_W92,USEXCEPT_W92,ELECT_CONF3_PRVFR_W92,ELECT_CONF3_PRVSUP_W92,F_SEX,GOVPRIORITYf_W54,REPRSNTDEM_W92,ECON1_W54,ECON4_a_W54,F_RACETHNMOD,GOVPRIORITYc_W54,F_EDUCCAT2,RACESURV52MOD_W92,F_IDEO,F_CREGION,CANDEXP_W92,FIN_SIT_W54,FAMSURV1_W50
200761.0,A,B,A,A,A,B,D,A,D,H,C,B,A,A,C,B,I,A,C,B,A,A,A,A,B,B,A,C,C,D,E,A,B,D,C,D,B,D,B
201095.0,D,B,D,A,B,B,C,C,D,C,C,A,B,B,B,A,B,A,B,B,A,C,A,B,B,B,A,C,C,A,C,A,B,B,B,D,D,D,A
201153.0,A,A,A,D,A,B,D,C,B,A,C,A,B,A,A,B,J,A,D,B,B,A,A,B,C,A,A,C,B,B,B,A,A,C,C,C,D,B,A
201177.0,A,D,D,C,C,B,C,C,D,E,A,A,B,B,C,C,F,B,B,B,C,D,A,B,D,B,C,A,B,A,E,B,G,C,C,B,A,A,A
202145.0,E,C,B,C,A,B,B,A,B,F,C,D,C,B,C,B,C,C,D,C,A,B,C,B,B,A,A,B,D,B,E,B,F,C,E,B,B,A,B
202467.0,D,A,B,B,C,B,B,C,A,F,A,D,C,A,B,B,K,D,A,B,D,D,C,A,B,A,A,A,C,D,E,D,B,A,A,A,A,D,B
202800.0,C,C,A,C,B,B,D,C,D,A,C,C,C,A,C,B,J,C,D,B,B,A,A,C,D,B,A,C,C,D,E,A,B,C,C,A,C,D,A
202849.0,C,D,A,B,B,C,D,C,C,G,C,C,D,A,D,B,B,A,C,C,B,A,A,D,C,B,B,B,C,D,E,B,F,D,B,D,B,C,A
203921.0,C,A,B,A,A,B,C,C,D,A,A,A,D,A,A,B,J,A,B,B,D,C,A,B,C,A,A,B,B,A,E,B,D,A,C,C,C,B,C
204164.0,E,C,A,D,A,B,C,B,D,G,C,C,B,B,A,B,B,C,C,B,D,A,B,C,C,B,A,D,B,A,C,B,G,B,C,B,C,D,B
204354.0,A,D,A,B,C,B,C,B,D,C,A,A,B,C,D,A,E,C,A,B,D,C,B,B,D,B,C,A,B,B,E,C,B,B,A,D,B,C,B
204536.0,B,A,D,A,B,B,D,A,D,D,C,A,B,B,D,A,J,D,A,C,C,C,B,A,C,A,B,A,B,B,E,A,G,A,A,C,D,C,A
205459.0,A,C,D,C,C,B,D,C,D,A,C,A,D,B,D,B,J,A,A,C,A,C,A,D,D,A,A,A,B,D,E,A,D,D,A,C,D,C,A
205490.0,E,C,D,A,A,C,C,C,D,G,B,A,D,B,B,B,J,C,B,C,B,A,A,B,A,A,A,C,D,B,B,A,D,B,C,C,B,B,B
207436.0,E,C,A,B,A,B,D,C,D,C,C,A,B,A,D,B,K,C,D,B,B,A,A,B,C,A,A,C,C,D,E,A,G,C,B,B,C,C,C
207502.0,E,C,A,D,A,C,B,B,C,H,B,B,B,B,B,B,H,A,B,C,B,C,C,C,C,A,A,C,C,D,B,A,B,C,B,C,B,D,B
208237.0,A,B,B,A,A,B,D,C,D,F,A,B,D,B,D,A,K,A,D,B,A,B,A,D,D,A,C,C,B,D,E,B,B,D,C,D,D,C,A
208695.0,A,B,A,D,C,B,D,B,D,H,A,A,C,B,B,B,K,A,D,A,C,C,B,D,D,B,B,A,A,B,E,C,G,B,A,B,A,C,A
209250.0,E,A,C,B,A,C,C,C,D,C,C,C,D,A,B,B,H,C,C,C,B,A,A,D,C,A,A,D,C,B,B,A,B,B,B,C,C,C,B
210108.0,E,C,C,B,A,C,C,C,D,D,C,C,D,A,B,B,H,C,C,C,B,A,C,A,A,A,A,C,C,D,E,A,F,B,B,B,D,D,B
210306.0,E,B,A,D,B,B,C,A,C,H,B,B,C,A,B,B,E,C,C,A,A,B,B,D,C,B,A,C,B,C,E,B,G,C,C,A,C,C,A
210743.0,C,C,D,A,A,C,C,C,D,F,B,B,D,C,C,B,J,B,A,B,B,B,A,D,D,A,A,C,C,A,C,B,B,C,B,C,D,B,C
211074.0,B,B,B,B,B,B,D,C,D,D,A,A,B,B,B,A,J,B,B,B,D,C,B,B,D,B,B,A,B,D,E,B,A,D,C,A,B,D,A
211378.0,E,C,B,A,B,B,B,A,D,H,C,B,D,A,B,B,L,B,C,B,A,A,A,C,B,A,A,C,B,D,E,A,B,B,B,C,D,C,C
211504.0,B,B,A,B,C,B,C,B,D,B,A,A,B,B,A,A,K,B,B,B,D,D,A,B,D,B,B,A,B,D,E,C,B,A,A,A,D,C,B
212111.0,D,B,B,D,C,B,B,C,D,B,C,A,C,B,B,A,J,B,B,B,D,D,A,C,C,A,A,A,B,D,E,B,F,C,D,A,B,D,B
212492.0,E,B,D,C,B,B,C,C,C,G,A,B,C,B,A,A,H,A,C,C,A,C,C,B,C,B,B,C,C,A,E,B,G,C,C,D,C,B,B
212680.0,C,D,B,D,B,B,C,C,D,C,C,B,D,A,B,C,H,A,C,B,D,C,A,B,D,B,B,B,B,C,C,B,G,B,C,A,A,D,B
213541.0,A,A,B,A,C,B,C,C,D,G,A,B,D,A,C,C,J,B,D,B,A,C,A,D,C,A,B,A,B,D,E,B,D,C,D,C,B,A,A
214495.0,A,B,B,A,A,B,D,C,D,B,C,B,C,A,D,B,J,C,D,B,B,B,A,D,B,A,A,D,B,D,E,A,F,B,B,A,C,C,A
214778.0,D,D,C,B,C,B,D,B,D,G,A,A,D,B,D,B,J,D,A,B,B,C,B,D,D,A,B,A,A,D,E,B,B,A,A,A,D,C,A
216156.0,B,A,A,B,C,B,B,C,D,H,A,C,A,D,A,A,K,B,B,B,D,C,B,B,D,B,A,A,B,D,E,D,F,B,A,A,A,B,B
217659.0,C,A,A,B,B,B,C,C,D,G,C,B,D,B,B,B,J,B,B,B,B,B,B,D,D,A,A,C,B,B,B,B,A,B,C,A,C,D,B
218459.0,D,B,A,A,C,C,C,B,D,H,C,A,B,C,B,A,J,D,A,B,A,C,A,A,D,B,B,A,B,A,E,C,B,D,D,D,C,C,A
218656.0,A,C,B,A,C,B,C,C,D,H,B,B,C,B,D,A,J,D,A,B,A,C,A,C,C,A,A,C,B,A,E,B,B,D,A,A,B,C,B
218719.0,E,C,C,C,A,B,B,A,B,H,C,B,D,A,A,B,J,C,C,B,B,A,C,D,C,B,A,D,B,A,E,A,F,B,E,C,D,C,C
218837.0,A,A,A,A,A,C,D,C,C,G,C,C,C,A,D,B,B,C,C,C,B,A,C,D,C,A,A,C,B,C,E,A,F,C,E,C,C,C,A
219150.0,D,B,A,B,C,B,C,C,D,B,A,A,D,B,A,C,K,D,A,B,C,C,A,B,C,B,B,A,B,D,E,C,B,D,A,A,B,C,B
223061.0,E,A,A,B,B,C,D,C,D,G,A,A,B,B,D,B,J,A,A,C,D,D,A,C,D,A,B,A,B,D,E,B,D,A,A,A,C,C,A
223496.0,A,D,D,A,C,C,D,C,D,C,A,A,D,C,D,A,B,D,B,C,C,C,B,A,D,B,B,A,A,D,E,C,G,A,A,A,B,C,C
225476.0,D,B,D,B,B,B,D,B,D,G,A,A,B,C,D,A,J,D,B,B,A,C,A,B,C,A,C,A,A,D,E,D,F,A,C,B,A,C,A
226237.0,E,C,A,A,A,C,C,A,D,G,C,C,D,A,B,B,J,C,C,C,B,A,C,D,B,A,A,C,C,D,E,A,B,B,E,D,B,C,C
227099.0,D,D,B,B,B,B,C,C,D,C,C,B,B,B,D,A,J,C,B,B,D,C,B,C,D,B,B,A,B,A,E,B,B,D,A,A,A,C,A
227117.0,A,A,D,D,C,B,D,A,D,G,C,A,C,A,C,A,J,A,B,B,B,B,A,A,C,A,B,B,B,D,E,B,G,D,A,C,C,A,C
227278.0,D,D,D,A,C,B,C,B,D,H,A,A,B,C,D,C,K,B,A,B,C,C,A,A,C,B,B,A,A,D,E,C,A,C,D,B,B,C,A
228400.0,D,D,B,D,C,B,C,C,D,C,C,A,B,C,D,A,J,D,A,B,A,C,B,B,D,B,B,B,B,C,D,B,F,C,A,D,B,C,B
229457.0,B,A,D,A,C,B,C,B,D,G,A,A,C,B,B,A,J,A,A,B,C,D,A,B,D,B,A,B,B,A,E,B,A,A,A,C,B,C,B
230098.0,A,A,A,B,A,B,D,C,B,B,C,C,B,A,B,B,J,C,B,B,B,B,A,C,D,A,A,C,B,D,E,A,F,B,C,A,C,C,A
230587.0,D,A,D,C,D,C,B,A,D,A,B,A,B,C,B,B,J,A,B,C,D,C,A,B,C,B,A,C,B,C,E,A,D,A,C,C,C,B,C
230613.0,D,D,D,C,C,B,C,B,D,B,A,A,B,C,D,C,J,B,A,B,D,B,A,A,D,A,B,A,A,B,E,C,A,C,A,C,B,C,A
230801.0,B,D,C,D,C,B,C,B,D,C,A,A,C,C,D,A,K,A,B,B,D,C,A,B,D,B,B,A,B,B,E,C,B,A,A,B,B,D,B
231073.0,C,A,C,A,A,B,D,A,C,H,C,B,B,A,C,B,J,C,D,B,B,A,A,D,C,A,A,D,B,D,E,A,F,B,B,D,D,C,A
232131.0,D,D,D,B,B,A,D,B,D,B,C,A,B,D,D,C,K,B,B,A,C,C,B,A,C,B,A,A,A,C,E,B,B,D,A,B,B,C,A
234001.0,D,B,B,A,C,A,C,C,D,H,A,A,B,D,B,C,K,D,A,A,C,C,B,B,D,A,C,A,B,A,E,D,F,D,A,A,B,C,B
234741.0,C,A,B,A,A,A,D,C,D,H,A,A,D,A,D,A,K,A,A,B,A,D,A,D,D,B,A,B,B,D,E,B,G,A,C,B,D,D,B
234783.0,B,A,B,A,C,C,B,C,D,G,C,A,D,B,B,A,J,B,B,C,D,C,A,A,C,B,B,A,B,D,E,B,G,C,A,B,C,C,B
235086.0,D,D,D,B,C,B,D,B,D,D,A,A,C,D,B,A,J,D,A,B,C,D,B,A,D,B,B,A,A,C,E,D,B,A,D,B,A,D,A
235839.0,A,D,D,B,C,B,C,C,D,C,A,A,A,C,D,C,H,B,D,B,C,C,B,A,D,A,C,A,B,A,E,C,A,C,A,D,A,C,C
236005.0,D,D,B,A,C,B,D,C,D,I,A,A,B,C,B,A,J,B,A,B,C,D,B,D,D,A,B,A,B,B,E,B,D,D,D,C,D,B,C
236140.0,E,A,A,D,A,B,B,C,C,B,C,B,B,A,B,A,J,B,B,B,A,B,A,C,D,A,A,C,B,D,E,B,F,C,B,D,C,D,B
236237.0,E,D,D,C,A,B,C,C,D,B,C,A,A,A,D,A,E,D,B,B,C,D,A,A,D,A,B,A,B,B,E,B,A,A,C,C,A,C,C
238619.0,D,B,D,C,C,C,C,C,D,E,C,A,B,C,A,A,J,B,B,B,D,C,B,A,C,A,C,A,B,B,E,B,F,A,D,C,B,A,B
239268.0,A,C,A,D,A,B,C,C,D,E,C,C,D,A,B,B,J,C,A,B,B,A,C,C,D,A,B,C,D,A,E,A,G,C,B,C,C,D,C
239382.0,A,C,A,A,B,A,D,C,D,G,B,A,D,A,B,B,H,C,B,B,B,A,A,C,D,A,A,C,D,A,D,A,B,B,C,C,D,D,C
239985.0,A,D,B,B,B,C,C,C,D,B,A,C,B,C,B,A,J,A,D,C,D,B,B,C,C,A,C,B,B,A,E,C,B,C,C,C,B,C,B
240597.0,A,A,B,C,C,B,B,C,D,G,A,A,B,C,A,A,J,D,A,B,D,C,A,B,D,A,A,B,B,C,E,C,F,D,A,C,C,D,B
243060.0,A,D,C,B,C,C,C,C,D,C,C,A,B,D,D,A,J,D,A,C,C,C,A,A,D,B,B,A,A,A,E,C,F,B,A,D,B,C,B
243528.0,E,A,A,D,B,C,C,C,C,H,C,C,D,A,B,A,J,A,C,C,A,A,A,B,B,B,B,C,C,D,E,B,F,C,B,C,C,D,B
244331.0,B,D,A,A,B,B,C,C,D,G,C,B,B,B,B,A,J,B,B,C,D,C,A,B,C,B,A,B,B,B,E,B,B,C,A,C,B,D,B
245684.0,D,D,D,C,C,B,D,C,D,C,A,A,A,D,D,C,K,D,A,B,C,D,B,A,A,A,D,A,A,C,E,C,F,A,D,C,A,C,A
246537.0,A,B,B,A,B,B,D,C,D,C,C,B,D,B,D,B,K,A,C,B,D,C,A,C,D,A,A,B,B,D,E,B,G,C,C,C,C,C,A
247860.0,D,D,B,C,C,B,D,C,D,D,A,A,A,D,A,C,J,D,A,B,B,C,B,A,C,B,A,A,B,C,E,C,G,C,A,D,A,D,A
247938.0,C,A,A,A,A,B,D,A,D,H,C,C,D,A,D,B,H,C,C,B,A,A,C,D,C,A,A,C,B,D,E,B,B,D,C,C,C,C,A
249540.0,B,D,B,A,B,B,D,C,D,C,C,A,D,D,B,C,J,C,B,B,C,C,A,A,D,B,D,A,B,A,E,D,F,B,D,C,A,C,C
274171.0,D,D,D,D,B,B,C,B,D,G,A,A,A,D,C,C,J,B,C,B,C,B,B,A,D,B,A,A,A,B,E,C,B,A,D,C,A,D,B
274495.0,B,D,C,B,B,B,B,C,D,H,A,A,B,B,A,C,K,B,A,B,C,C,B,A,D,B,B,A,A,A,E,C,B,D,C,A,B,D,B
274822.0,D,A,B,A,C,B,D,A,D,C,C,A,C,B,B,A,J,C,A,B,A,C,B,C,D,B,B,A,A,A,E,B,G,C,A,C,B,C,C
275824.0,C,C,B,D,B,B,B,C,D,C,C,B,D,A,D,A,B,C,C,B,D,A,A,D,D,B,B,D,A,A,E,A,F,A,C,C,C,C,B
276046.0,B,D,A,B,C,B,D,C,D,C,C,B,B,C,D,C,E,A,B,B,D,C,B,C,D,B,B,A,A,D,E,D,B,D,A,D,A,C,A
276243.0,E,B,D,A,B,B,D,C,D,D,A,A,C,B,C,A,A,C,C,B,C,D,A,A,D,B,A,A,C,B,E,B,A,D,C,B,D,B,A
276645.0,B,C,D,B,B,C,D,A,D,I,B,A,A,C,C,B,K,B,A,C,B,A,A,C,D,A,A,D,D,B,C,A,E,B,E,C,D,A,B
278114.0,D,B,B,D,C,A,A,C,D,G,A,B,C,B,B,C,J,B,A,A,C,C,A,B,D,A,C,A,B,A,E,B,B,B,A,A,C,C,A
280034.0,A,C,B,B,A,C,B,A,D,F,C,B,D,B,C,B,K,C,B,A,B,A,C,C,C,B,A,C,C,D,B,A,G,C,C,B,B,A,B
280165.0,D,D,A,B,C,B,C,C,D,C,A,A,B,D,D,C,K,D,B,B,C,C,B,A,C,B,D,A,A,A,E,D,G,C,D,A,A,C,B
280823.0,A,B,B,A,C,B,D,B,D,C,C,A,D,C,A,A,J,D,D,B,D,C,B,C,D,B,A,A,B,B,E,B,F,D,A,C,B,D,B
280916.0,A,D,B,D,C,B,C,C,D,B,A,A,D,D,B,C,J,C,B,B,C,D,A,B,D,B,D,A,B,D,E,C,G,C,C,A,C,C,B
281718.0,A,B,B,D,B,C,B,C,D,G,C,C,C,A,C,A,K,B,B,C,D,B,A,B,C,B,A,B,C,B,E,A,B,C,C,A,B,D,B
281929.0,C,C,A,B,A,B,B,C,C,F,C,B,D,B,B,B,J,B,B,B,B,B,A,C,C,A,A,C,C,B,B,A,G,D,C,C,B,D,B
281969.0,B,C,A,A,B,B,C,A,C,G,B,C,D,A,C,A,H,C,D,B,D,A,C,C,B,B,A,C,C,D,E,A,D,D,C,A,B,A,C
282372.0,E,C,C,A,A,C,B,A,C,C,C,C,B,A,D,B,A,C,C,C,B,A,A,C,B,A,A,D,C,A,E,A,B,B,E,D,D,C,B
282561.0,A,D,D,D,B,A,C,B,D,C,A,A,C,C,D,A,K,A,B,A,D,C,A,A,D,B,A,B,A,B,E,C,F,B,C,C,B,D,B
283820.0,B,B,A,B,C,A,C,A,D,C,C,A,C,B,B,A,H,A,C,A,D,C,A,B,C,B,B,B,B,A,E,C,B,B,C,C,C,C,C
283898.0,C,A,B,D,C,B,C,C,D,C,B,C,C,B,B,B,K,A,B,B,A,C,A,C,D,B,A,C,C,D,C,B,G,B,A,D,D,C,B
283988.0,D,D,B,D,C,B,C,C,D,B,C,A,B,D,B,C,J,D,A,B,C,C,B,B,D,B,C,A,C,A,E,C,F,C,D,B,B,C,B
284304.0,B,A,A,D,C,A,C,B,D,G,A,B,B,B,B,A,J,A,B,B,D,C,A,A,C,A,C,C,C,C,E,C,A,C,C,A,D,D,A
285723.0,B,D,D,A,C,A,D,C,D,E,C,A,B,A,B,A,J,A,B,B,A,C,B,B,C,A,A,B,B,A,E,A,G,A,A,A,C,D,A
285944.0,C,A,C,D,B,B,B,A,B,B,C,C,D,A,B,B,K,C,C,B,B,A,C,D,B,A,A,C,C,A,E,A,B,B,C,D,C,C,B
286082.0,E,C,A,C,C,B,B,A,D,D,A,C,D,A,A,B,H,B,C,B,D,A,A,D,D,A,C,A,C,A,E,C,E,D,C,C,C,D,B
286168.0,D,B,B,A,C,B,D,B,D,D,A,A,C,C,B,A,J,B,B,B,D,C,B,B,D,B,B,A,B,D,E,C,D,D,A,C,B,D,A
286663.0,C,A,A,C,B,C,B,C,D,G,B,B,D,A,C,B,H,D,B,C,A,C,A,C,C,A,A,C,B,A,C,A,D,B,C,A,B,B,B
287086.0,E,B,A,C,A,C,C,A,D,G,B,C,D,A,D,A,J,A,C,C,B,A,C,D,C,A,A,C,B,B,E,A,B,D,C,A,B,C,B
289200.0,E,A,A,A,B,B,B,C,C,B,C,B,D,A,B,B,B,A,B,B,A,B,A,D,D,A,A,C,B,C,A,B,D,B,B,C,C,C,C
289477.0,D,D,D,A,C,C,C,C,D,B,C,A,B,D,A,A,J,D,B,B,C,C,A,A,D,A,A,A,B,A,D,C,B,A,D,A,C,C,A
289868.0,E,A,A,D,B,B,D,A,C,G,C,B,D,A,D,B,A,C,B,B,B,A,A,C,C,A,B,C,C,C,E,A,F,C,B,D,C,C,A
290087.0,C,D,B,A,C,B,B,C,D,B,C,A,B,C,B,A,J,B,B,C,D,C,A,C,D,B,A,A,B,C,E,C,B,C,A,A,C,D,B
292740.0,A,D,A,D,C,B,D,B,D,F,A,A,B,C,B,C,J,A,B,B,D,B,B,B,D,B,B,A,B,C,E,C,D,C,A,C,A,D,A
293111.0,D,D,A,D,C,C,D,C,D,E,A,A,B,C,B,A,J,D,A,C,D,C,B,B,C,A,C,A,B,A,E,B,A,D,D,A,C,B,A
293203.0,C,A,A,D,B,C,B,C,C,A,A,B,B,B,B,A,K,A,B,B,B,A,A,C,C,A,B,D,B,D,C,B,D,A,B,B,C,C,C
294912.0,B,D,B,A,B,A,D,B,D,F,B,A,C,A,B,A,K,B,B,B,D,C,B,A,D,A,B,A,A,A,E,C,B,C,A,C,B,C,A
295593.0,E,C,A,A,B,B,C,C,D,E,C,B,D,A,C,B,K,C,C,B,B,A,B,D,B,A,A,C,C,D,E,A,G,C,C,D,B,B,B
295809.0,B,B,B,B,C,B,B,C,D,C,A,A,B,C,B,C,K,B,D,B,C,C,B,B,D,B,C,A,B,C,E,B,G,D,A,A,C,C,B
295841.0,D,D,B,A,C,B,C,C,D,H,C,A,B,C,B,A,F,A,B,B,A,C,B,B,D,B,A,A,B,D,E,B,B,B,D,D,C,C,B
295961.0,E,A,A,A,A,B,D,C,C,C,C,C,D,A,D,B,A,C,C,B,A,A,A,D,C,A,A,C,C,D,E,A,F,C,B,B,D,C,A
296159.0,C,B,B,A,A,B,C,C,A,H,C,C,D,A,A,A,H,C,C,C,B,A,A,A,B,A,A,C,C,A,E,A,B,D,B,D,B,D,A
297554.0,B,B,B,D,B,B,B,A,D,C,A,A,B,D,A,A,J,D,A,A,C,C,A,C,D,A,D,A,B,D,E,D,A,A,A,A,B,D,C
298035.0,D,D,B,B,C,B,D,C,D,G,C,A,C,B,D,A,K,B,B,B,A,C,B,D,D,B,B,A,A,C,E,C,F,A,A,A,A,C,A
298722.0,E,A,B,A,A,B,D,B,D,F,C,B,C,A,B,B,H,C,D,B,B,A,A,D,C,B,A,C,B,A,E,A,D,C,C,A,B,C,A
299327.0,D,D,D,D,C,B,C,C,D,H,A,A,B,C,B,A,J,A,B,B,C,D,B,A,D,A,C,A,A,C,E,D,A,A,A,C,A,D,C
299715.0,C,C,D,C,D,B,C,A,D,D,A,A,D,C,B,B,H,B,C,B,C,C,B,A,C,B,A,A,B,A,E,B,D,A,C,A,B,D,A
300234.0,D,D,B,B,C,B,D,C,D,G,A,A,B,B,B,A,J,A,C,B,C,C,B,A,D,A,A,A,A,D,E,C,A,A,D,C,C,C,A
300603.0,A,C,D,D,A,B,D,A,D,F,C,A,D,A,A,B,I,C,B,B,B,A,A,C,C,B,A,C,C,D,B,A,A,A,B,A,D,D,C
300761.0,A,D,B,A,C,B,D,C,D,C,B,A,B,C,B,A,K,A,B,B,D,C,B,B,C,B,B,A,B,D,E,C,F,A,A,A,B,C,A
301013.0,B,D,D,D,C,B,C,B,D,H,C,A,B,C,B,C,J,D,B,C,C,C,B,A,D,A,B,A,B,D,E,C,D,D,A,A,A,C,A
301126.0,C,A,C,B,D,B,D,B,D,B,C,B,C,B,D,A,J,C,B,B,A,C,A,C,C,B,A,B,B,D,E,B,B,C,A,C,B,C,A
301613.0,E,C,A,C,A,B,C,A,B,B,C,D,D,A,A,A,L,C,C,B,B,A,C,D,B,A,A,C,C,D,E,A,A,B,E,C,C,D,C
301706.0,C,B,A,D,C,A,D,C,B,C,B,B,B,B,D,A,K,C,B,B,A,C,A,C,C,B,A,B,B,D,E,B,F,B,C,A,C,C,C
302362.0,D,C,D,D,C,A,C,C,D,I,B,A,D,A,C,B,J,D,A,A,C,C,B,D,D,A,A,B,D,B,E,A,F,A,E,C,D,B,A
302745.0,D,D,D,C,C,B,B,A,D,E,B,A,B,B,B,C,J,B,B,B,C,D,B,B,D,A,B,A,C,B,D,B,G,A,D,D,C,C,B
303338.0,A,D,D,C,C,B,D,C,D,A,B,A,A,B,C,A,J,D,B,B,C,C,B,A,D,A,B,A,B,C,E,B,D,A,C,D,B,A,C
305076.0,E,C,B,A,A,C,B,A,D,A,C,C,D,A,B,B,J,C,C,C,B,A,C,D,C,A,A,D,D,A,E,B,B,B,B,A,D,D,B
306057.0,E,C,A,A,A,B,C,C,D,E,C,B,D,A,A,B,J,C,C,C,B,A,C,D,B,B,A,D,B,B,E,A,B,B,B,D,D,D,B
306076.0,D,B,A,D,B,B,C,C,D,E,C,B,B,C,A,C,K,A,B,B,C,C,B,B,D,A,B,A,B,B,E,C,B,A,A,D,B,B,C
306151.0,A,C,A,D,A,A,D,C,C,A,C,B,D,A,A,B,J,A,A,B,A,A,A,C,C,A,A,D,C,C,B,A,G,D,A,C,D,C,A
306192.0,A,D,B,A,C,C,C,B,D,B,A,A,B,B,B,A,K,C,C,C,C,C,A,A,D,B,B,A,B,D,E,D,A,B,A,B,A,D,B
307284.0,A,D,A,A,B,B,D,C,D,G,A,A,B,D,D,C,J,A,C,B,C,C,B,B,D,A,B,A,B,D,E,B,B,C,A,D,B,C,A
307317.0,C,A,A,A,A,B,B,A,B,C,C,C,C,A,D,B,E,A,C,B,A,A,A,D,B,B,A,D,C,A,E,A,F,B,B,C,B,C,B
307718.0,A,D,B,B,D,C,B,C,C,D,C,A,A,A,D,A,H,C,D,C,D,C,C,B,D,B,C,A,B,D,A,D,F,C,D,C,C,D,C
309053.0,E,C,B,D,B,C,A,C,C,B,C,C,C,A,A,B,J,B,D,C,A,B,A,B,D,B,B,C,B,A,E,B,A,C,C,D,B,D,C
309533.0,C,D,D,B,C,B,C,B,D,C,A,B,B,D,D,A,A,C,B,B,D,D,A,A,D,B,C,A,A,C,E,C,B,D,A,C,B,C,C
309958.0,B,D,B,A,C,B,D,C,D,C,C,A,A,C,B,C,K,A,C,B,D,C,B,A,B,A,B,A,B,A,C,C,F,B,A,D,A,D,A
311119.0,A,D,B,B,C,B,D,B,D,C,A,A,A,B,D,B,J,A,B,B,D,D,B,A,D,B,A,A,A,C,E,D,B,C,A,C,A,C,A
311643.0,E,A,C,D,B,B,D,C,C,F,C,B,C,A,D,A,K,C,B,A,A,C,A,C,C,A,A,D,B,A,E,A,F,B,C,C,D,C,A
311665.0,C,A,A,A,A,B,D,C,C,H,C,C,D,A,B,B,K,A,B,C,B,B,A,D,C,A,A,D,C,A,E,A,F,C,C,A,C,C,A
312217.0,A,C,B,A,B,B,D,C,D,B,C,A,B,A,B,A,B,C,C,B,A,B,A,C,C,B,A,C,B,D,E,A,F,D,B,A,C,C,A
313378.0,C,A,C,B,B,B,D,C,D,C,C,A,A,A,D,B,K,C,B,A,A,A,A,D,D,B,A,C,B,D,E,A,F,C,C,B,C,C,C
314113.0,B,A,A,C,B,B,D,C,D,I,C,B,D,A,A,B,J,A,B,B,D,B,A,C,C,A,A,B,C,B,E,A,E,D,A,C,C,B,B
314294.0,A,B,A,D,B,B,D,C,D,C,A,A,C,A,D,C,J,A,C,B,A,B,B,C,C,A,A,C,A,D,E,B,B,D,C,C,C,C,A
314546.0,D,A,B,D,B,B,B,C,C,H,A,B,C,D,A,A,J,A,A,B,D,B,A,B,C,B,C,A,C,A,E,C,F,B,A,C,C,D,B
315474.0,E,C,A,D,A,B,D,C,C,G,C,B,D,A,B,B,J,C,B,B,B,B,A,D,B,A,A,C,B,A,B,A,G,B,B,B,D,B,C
315670.0,C,A,A,B,A,B,D,A,C,G,C,C,D,A,B,B,A,A,D,B,B,A,A,D,C,B,A,C,B,A,E,A,B,C,B,D,D,D,B
316256.0,B,D,D,A,C,B,D,C,D,F,A,A,C,C,D,A,K,A,B,B,D,D,B,C,C,A,B,A,B,A,A,B,B,D,A,D,C,C,A
316726.0,E,C,C,C,A,C,C,A,A,I,C,C,D,A,C,B,J,C,C,C,B,A,C,D,A,A,A,D,C,B,E,A,B,B,E,B,D,A,A
318188.0,B,D,B,D,C,B,D,B,D,C,A,A,B,C,D,A,J,A,A,B,D,D,C,B,D,B,C,A,B,D,E,C,F,C,A,C,B,C,B
319246.0,B,D,B,D,C,A,B,B,D,H,A,A,B,D,B,A,F,B,B,A,D,C,A,B,D,B,C,A,A,D,E,C,B,C,C,D,B,D,B
319402.0,A,D,D,C,B,C,C,C,D,E,A,A,A,D,B,C,J,C,B,C,C,C,A,A,D,A,C,A,B,D,E,D,D,B,C,B,A,D,A
320721.0,D,D,D,C,B,B,D,B,D,F,A,A,A,D,D,A,J,A,A,C,D,A,B,A,D,A,D,A,B,A,E,D,G,B,D,C,A,C,A
320909.0,E,A,A,A,A,C,C,C,D,C,C,B,D,A,A,B,A,C,C,C,B,B,A,D,C,B,A,C,B,D,E,A,F,C,C,C,D,D,B
321697.0,B,D,D,B,C,B,D,C,D,G,C,A,A,B,A,C,J,A,B,B,D,D,B,A,D,A,B,A,B,B,E,B,G,A,C,D,C,D,A
321873.0,C,B,A,A,B,C,C,B,C,F,C,C,D,A,A,B,B,C,C,C,A,A,A,D,C,B,A,C,C,D,E,A,F,B,B,A,D,D,C
322957.0,A,D,D,B,C,B,C,B,D,F,A,A,B,C,D,A,J,C,A,B,D,A,B,B,D,A,B,A,A,B,E,B,B,B,D,A,C,C,A
323087.0,B,D,B,B,C,B,D,C,C,H,A,B,D,C,B,A,J,B,A,B,D,C,A,C,D,B,C,A,B,C,E,C,B,C,D,C,A,C,A
323595.0,C,D,B,A,C,B,C,A,D,H,B,B,B,B,A,B,J,A,A,B,C,C,A,C,C,A,A,B,B,A,E,A,D,D,C,B,D,D,B
323770.0,D,B,B,C,C,B,D,C,D,H,A,A,D,B,D,A,H,B,C,B,C,D,A,A,B,B,A,A,A,C,E,B,B,D,A,D,B,C,C
