caseid,BLOCK0QID11_W1,BLOCK0QID12_W1,BLOCK0QID13_W1,BLOCK0QID14_W1,BLOCK0QID15_W1,BLOCK0QID18_W1,BLOCK0QID20_W1,BLOCK0QID21_W1,BLOCK0QID22_W1,BLOCK30QID9_1_W1,BLOCK30QID9_2_W1,BLOCK30QID9_3_W1,BLOCK30QID9_4_W1,BLOCK30QID9_5_W1,BLOCK30QID9_6_W1,BLOCK30QID9_7_W1,BLOCK30QID9_8_W1,BLOCK30QID9_9_W1,BLOCK30QID9_10_W1,BLOCK30QID9_11_W1,BLOCK30QID9_12_W1,BLOCK30QID9_13_W1,BLOCK30QID9_14_W1,BLOCK30QID9_15_W1,BLOCK30QID9_16_W1,BLOCK30QID9_17_W1,BLOCK30QID9_18_W1,BLOCK30QID9_19_W1,BLOCK30QID9_20_W1,BLOCK30QID9_21_W1,BLOCK30QID9_22_W1,BLOCK30QID9_23_W1,BLOCK30QID9_24_W1,BLOCK30QID9_25_W1,BLOCK30QID9_26_W1,BLOCK30QID9_27_W1,BLOCK30QID9_28_W1,BLOCK30QID9_29_W1,BLOCK30QID9_30_W1,BLOCK30QID9_31_W1,BLOCK30QID9_32_W1,BLOCK30QID9_33_W1,BLOCK30QID9_34_W1,BLOCK30QID9_35_W1,BLOCK30QID9_36_W1,BLOCK30QID9_37_W1,BLOCK30QID9_38_W1,BLOCK30QID9_39_W1,BLOCK30QID9_40_W1
10000124,A,A,A,B,B,A,C,C,C,A,B,A,A,B,A,B,B,A,B,B,B,B,B,A,B,B,B,A,A,A,B,B,B,A,B,B,B,A,A,B,B,B,B,B,B,A,B,B,A
10000125,B,A,B,B,A,L,D,A,B,B,A,A,B,B,B,A,B,B,B,B,B,A,A,B,A,A,A,B,B,B,A,B,B,A,A,A,A,A,B,A,A,A,B,B,B,B,B,B,B
10000126,C,A,B,F,A,B,B,E,D,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
10000127,C,B,A,E,A,A,A,C,B,A,A,A,A,A,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,A,A,B,B,A,B,B,A,B,A,B,B,B
10000128,A,A,D,D,A,B,A,D,A,B,B,B,B,A,A,B,B,B,B,B,B,A,A,A,B,A,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,B,B,A,A,A,B,B,A
10000129,C,A,B,C,E,J,B,B,D,A,A,A,B,A,B,A,B,B,A,A,A,A,B,A,B,B,A,A,B,B,B,B,B,B,A,A,A,A,B,A,A,A,A,B,A,B,B,B,B
10000130,D,B,C,E,A,I,B,E,E,B,A,B,B,B,B,B,B,A,B,B,A,A,B,A,B,B,B,B,B,B,A,A,B,B,A,B,A,B,A,B,B,B,B,B,B,B,A,A,B
10000131,C,A,C,C,A,L,C,B,B,B,A,B,B,B,B,B,B,B,A,B,B,A,B,A,A,A,B,B,A,B,A,A,B,A,A,A,B,A,B,B,B,A,B,A,B,B,B,A,A
10000132,D,A,D,F,A,I,C,C,D,A,B,A,A,B,B,B,A,B,A,A,B,B,B,A,A,A,A,B,A,B,A,B,B,A,A,B,B,B,B,A,A,B,B,A,A,B,B,A,B
10000133,C,B,B,F,E,B,C,E,C,B,B,B,B,B,B,B,B,B,A,B,B,B,A,B,B,B,A,A,B,B,B,A,B,A,B,B,A,A,A,B,B,B,A,A,B,B,B,A,A
10000134,C,A,D,C,A,I,B,A,D,A,A,A,A,B,B,A,A,A,B,B,A,B,B,B,A,B,A,B,B,B,B,A,B,A,A,A,A,B,B,A,B,A,A,A,A,A,A,B,A
10000135,B,A,C,E,A,A,C,E,C,B,A,A,B,B,B,B,B,B,A,B,B,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,A,A,B,A,A,B,B,B,B,B,A,B,A
10000136,B,B,C,D,A,B,B,B,B,A,B,A,B,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,B,B,A,A,B,B,A,B,A,B,B,A,B,A,B,B
10000137,A,A,B,C,A,A,A,B,C,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A
10000138,D,B,B,B,D,J,B,A,E,A,B,A,A,B,B,B,A,A,B,B,A,A,A,B,B,B,B,B,A,B,A,A,A,A,B,B,B,B,A,A,B,B,B,B,B,B,A,B,B
10000139,C,B,C,E,A,A,B,C,C,B,A,A,A,B,B,B,B,A,B,B,B,B,B,B,B,B,A,A,B,A,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,A,B,A,B
10000140,D,B,B,A,A,L,B,A,E,B,A,B,A,A,A,A,B,B,B,A,A,A,B,A,B,B,A,B,B,A,A,B,B,A,B,A,A,B,A,A,B,B,A,A,B,A,B,A,A
10000141,D,A,C,E,A,L,C,C,C,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,B,A,B,A,B,B,A,B,A,B,A,B,B,B,A,B,B,B,B,A,B,A,B,B,B
10000142,B,B,B,B,A,L,C,A,C,B,B,A,A,A,B,B,A,A,A,A,B,A,B,A,B,A,B,B,A,A,B,B,B,A,A,A,A,B,B,B,A,A,B,A,B,A,A,A,A
10000143,A,A,C,F,A,E,B,D,B,A,A,A,B,A,A,B,A,A,B,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A
10000144,D,A,C,D,A,A,A,D,B,B,A,B,A,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,A,A,B,A,A,A,A,A,B,A,B,B,B,B,A,A,A,B,B,B,A
10000145,A,B,D,D,A,B,B,C,C,A,B,B,A,B,A,B,A,A,A,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B,A,B,A,A,B,A,B,A,A,B,A,A,B
10000146,D,A,C,E,C,J,C,A,C,B,B,B,B,B,A,A,B,A,B,A,A,B,B,A,B,A,B,B,A,A,B,B,A,B,A,B,A,B,A,B,A,B,A,A,A,A,A,A,B
10000147,C,A,B,E,C,B,A,B,A,A,A,A,A,B,B,B,A,B,B,B,A,B,A,B,B,A,A,B,A,B,B,A,A,B,B,A,A,A,B,B,B,A,A,A,A,B,A,A,A
10000148,C,B,C,E,A,A,A,B,D,A,A,A,B,A,A,A,B,B,A,B,A,A,A,A,A,A,B,B,B,A,A,A,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,B,A
10000149,D,A,B,E,A,B,B,B,D,B,A,B,A,A,B,A,B,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A
10000150,A,A,D,E,A,B,A,B,B,B,A,A,B,B,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,B,B,B,A,A,A,B,A,B,B,A,B,B,B,A,A,B,B,A,B
10000151,B,B,B,F,A,D,A,D,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,B,A
10000152,D,A,B,E,C,L,B,B,E,B,B,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,A,B,B,A,B,B,A,B,B,B,A,B,B,B,B,B,B,B,A,A,A,B,B
10000153,C,A,C,E,A,A,A,B,B,A,B,B,B,B,A,B,A,B,B,B,B,A,A,A,A,B,B,A,B,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,B,B,A
10000154,A,A,B,E,A,J,B,E,D,A,A,A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B,A,A,A,B,A,A,A,B,A,A,A,B
10000155,C,A,B,E,A,L,A,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B
10000156,E,A,B,E,A,A,A,E,A,A,A,B,B,B,A,B,B,A,A,B,B,B,B,B,A,A,A,B,B,B,A,B,A,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B
10000157,C,B,B,D,A,A,A,E,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000158,C,B,D,F,B,K,B,B,C,A,B,B,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,B,B,A,B,B,B,A,A,B,B,B,B,A,B,B
10000159,B,B,B,F,A,J,C,D,E,B,A,A,B,B,B,B,B,A,A,A,B,A,A,B,B,A,A,A,A,A,A,B,A,A,A,B,B,A,A,B,B,B,A,B,B,B,B,A,A
10000160,C,B,A,B,A,I,B,B,E,B,B,B,A,A,A,B,B,A,B,B,A,A,B,B,A,A,B,B,B,A,B,A,A,A,A,B,A,B,B,B,B,B,B,A,A,B,A,B,A
10000161,D,B,C,C,C,B,C,E,D,B,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,B,B,A,B,B,A,B,B,A,B,B,B,B,B,A,B,B,B,B,A,B
10000162,A,B,A,D,D,I,C,D,D,A,A,A,B,A,A,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,A,A,A,A,B,B,B,B,A,A,A,B,A,B,B,B,B,A,B
10000163,B,A,A,B,D,J,B,C,D,A,B,B,B,A,A,A,B,B,B,B,B,A,B,A,B,B,B,A,A,A,B,A,B,A,B,B,A,B,B,A,A,A,A,B,B,B,A,A,B
10000164,B,A,B,C,D,L,A,C,C,B,B,B,B,B,B,B,A,A,B,B,A,B,B,B,B,A,B,B,B,B,B,B,A,B,B,A,B,A,B,B,B,B,A,A,A,B,B,B,B
10000165,C,B,C,F,A,A,C,E,C,B,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,B,B,A,A,B,A,A,B,B,A,A,B
10000166,C,A,D,D,A,A,A,E,A,B,A,A,A,B,B,B,B,B,A,B,B,B,B,A,B,A,B,B,B,B,A,B,B,B,B,B,A,A,B,A,B,B,A,B,B,B,A,B,A
10000167,B,A,C,B,A,L,C,A,C,A,B,A,B,A,B,B,B,A,A,B,A,A,B,A,A,A,A,A,B,B,B,A,A,A,B,B,A,B,B,A,B,A,B,A,A,B,B,B,A
10000168,B,B,B,D,A,J,C,E,D,B,B,A,B,B,B,A,B,A,A,A,B,B,A,A,B,B,B,A,A,B,A,B,A,B,B,A,B,B,B,B,A,B,A,B,B,B,B,B,A
10000169,C,B,B,B,A,B,C,B,C,B,A,B,A,B,B,A,A,B,B,A,A,B,A,A,B,B,B,B,A,A,A,B,B,B,B,A,B,A,B,A,A,B,B,B,A,B,B,B,B
10000170,A,B,C,C,B,A,B,A,D,B,B,B,B,A,A,A,B,A,B,B,B,A,B,A,A,B,B,B,A,B,B,A,B,B,A,B,A,A,A,A,B,A,B,A,A,A,B,B,A
10000171,B,A,C,E,B,A,B,E,D,B,B,B,B,B,A,B,B,A,A,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,B,A,A,A,A,A,A,B,B,A,B,B,B,A,A
10000172,C,B,B,C,A,L,A,E,C,B,B,A,B,B,A,B,A,B,B,A,B,A,A,B,A,B,B,A,A,B,A,B,B,B,B,B,A,B,B,A,B,B,B,A,B,B,B,B,B
10000173,D,B,D,D,A,L,C,B,C,A,B,B,B,B,A,B,A,B,B,B,B,A,A,B,A,A,B,A,A,B,B,A,A,B,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A
10000174,C,A,B,D,C,J,B,C,E,B,A,B,B,A,A,B,A,B,B,B,B,A,A,B,A,B,B,B,B,B,B,B,A,B,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B
10000175,C,A,A,D,A,J,C,B,C,B,B,B,A,B,B,B,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,B,A,A,B,B,A,A,B,A,B,A,B,A
10000176,D,B,D,E,A,A,A,E,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,A,B,B,A,A,B,B,B,A,B,A,B,B,A,B,B,A,B,B,B,B,B,B,B
10000177,A,B,A,E,A,B,B,D,D,A,B,A,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,B,A,A,A,A,A,B,A,A,A,B,A,B,A,A,A,A,A,A,B
10000178,C,B,D,B,A,A,B,B,D,A,B,A,A,B,A,B,B,B,B,B,A,B,A,B,A,A,B,A,B,A,A,B,B,B,A,B,A,B,B,B,B,B,B,A,B,A,B,B,A
10000179,D,A,D,B,A,B,B,B,D,B,B,A,A,B,A,B,A,B,B,A,B,B,B,A,A,A,B,A,B,A,B,A,B,A,A,B,A,A,B,A,A,A,B,B,A,A,B,B,B
10000180,D,B,A,B,A,L,C,C,C,A,A,B,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,B
10000181,C,B,C,E,A,A,B,C,D,A,B,B,B,A,A,B,B,B,B,A,B,A,B,B,B,A,A,B,A,A,B,A,B,A,A,B,B,A,B,A,B,A,B,B,A,A,A,A,B
10000182,C,A,B,D,E,J,C,A,C,A,B,A,B,B,A,B,B,B,B,B,A,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B,B,A,A,B,B,B,B,B,A,A,A
10000183,B,A,A,E,B,B,A,D,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,B,B,A,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B,A,B,A,B,A,A,B
10000184,D,A,C,C,A,J,B,E,C,A,B,A,B,B,A,A,B,B,A,B,B,B,B,A,B,B,B,B,A,B,B,A,B,A,A,B,B,A,A,A,B,B,A,A,B,B,B,A,A
10000185,B,A,C,C,B,K,B,C,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A
10000186,C,B,C,C,D,K,C,D,C,A,A,B,A,A,B,A,B,A,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,A,B,B,A,A,B,B,A,B,B,A,B,A,A,B,B
10000187,A,B,C,E,A,A,A,E,B,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B,B,A,A,A,A,B,B,A,A,B,B,B,B,B,B,B,B,B,A,A,B,B,B
10000188,D,A,B,E,D,K,A,C,B,A,B,B,A,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,B,A,A,B,B,B,A,A,A,B,A,B,A,B,A,A,B,A,A,B,B
10000189,C,A,D,E,A,B,A,D,B,B,B,A,B,B,A,B,B,B,B,A,A,B,B,A,A,B,A,A,A,A,A,B,A,A,A,B,B,B,B,A,B,A,A,B,A,B,B,B,A
10000190,D,B,C,F,B,J,B,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,A,A,B,B,B,B,A,B,A,B,B,A,B,B,A,B,A,A,B,A,B
10000191,B,A,D,F,B,B,B,E,E,B,B,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,B,A
10000192,A,A,B,E,C,J,C,B,C,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,A,A,A,B,A,B,B,B
10000193,A,B,B,C,A,E,B,A,D,B,A,B,B,B,B,B,B,A,A,A,A,B,B,A,B,B,B,A,B,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,B,B,B
10000194,D,B,C,C,A,B,A,E,A,B,A,A,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,A,B,B,B,B,A,A,A,B,A,B,B,A,B,A,B,A,B,B,A,A,A
10000195,D,B,C,D,A,B,A,D,B,A,A,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,A,B,B,A,B,A,A,B,B,A,A,B,B,B,B
10000196,C,A,C,A,A,K,C,A,B,B,A,A,B,A,B,B,B,B,B,A,B,B,A,A,B,B,B,B,B,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,B,B,A
10000197,C,B,C,D,B,K,B,E,D,B,B,A,B,B,B,B,A,B,A,B,B,B,B,B,B,A,A,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,A
10000198,D,B,C,E,A,A,B,E,D,B,A,A,A,A,B,A,B,B,B,B,A,B,A,A,B,A,A,B,B,B,B,A,B,A,B,B,A,A,B,A,B,B,B,B,B,B,B,A,A
10000199,C,B,B,F,A,A,A,E,A,A,B,B,B,A,B,A,B,B,A,A,A,B,B,A,A,B,B,B,A,A,A,A,B,A,A,B,A,A,B,A,B,A,B,B,A,A,A,A,A
10000200,D,B,C,C,A,J,B,A,D,A,B,B,B,B,B,A,B,B,A,B,B,B,A,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B,A,B
10000201,C,A,C,E,A,A,C,E,B,B,A,B,B,A,B,B,A,B,B,B,B,A,B,B,B,B,A,A,B,B,B,B,B,A,B,B,B,B,B,A,A,B,B,B,B,B,B,A,B
10000202,C,B,D,D,A,A,C,A,C,A,B,A,A,B,B,A,B,A,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,A,B,A,A,A,A,B,B,B,A,B,A,A,A
10000203,D,A,D,D,A,A,B,C,D,B,B,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,B,B,A,A,B,B,A,B,A,A,A,B,A,B,A,B,B,B,A,B,A,B
10000204,D,B,B,F,C,I,B,D,D,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
10000205,E,B,A,E,A,B,C,A,C,B,B,A,B,B,B,A,A,B,B,A,B,B,B,B,A,A,B,A,A,B,A,A,A,A,A,B,B,A,B,A,B,A,B,B,A,A,B,B,A
10000206,C,B,C,E,B,K,B,B,C,A,B,A,A,A,A,B,A,A,B,A,B,A,B,A,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,B,B,A,A,A,A,A,B,A,B
10000207,C,B,B,E,A,B,C,E,D,A,B,A,A,A,A,B,A,A,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,B,B,B,A,A,B,B,B,B,B,B,B,A,B,A,B
10000208,B,B,B,E,A,A,A,E,B,B,A,B,B,B,A,A,A,B,B,B,B,A,A,A,A,B,A,B,A,B,A,A,B,B,B,A,B,B,B,A,A,B,B,B,B,A,B,A,B
10000209,A,B,D,B,A,K,B,A,C,A,A,B,A,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,B,A,A,B,A,A,A,B,A,B,B,B,A,B,A,A,A,B,B,A,A
10000210,C,B,C,B,D,B,B,E,C,B,B,A,A,A,B,A,B,A,B,B,A,B,A,B,A,A,A,B,B,B,A,A,A,B,A,A,A,A,A,A,B,A,A,B,B,A,B,B,B
10000211,C,B,B,E,B,J,C,C,D,B,A,B,A,B,A,B,B,A,B,B,A,A,B,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,B,A,A,A,A,A,A,B
10000212,C,A,B,C,A,B,A,D,B,B,B,B,A,A,A,B,B,B,A,A,B,B,B,B,A,B,A,A,A,B,A,B,B,A,A,B,A,B,B,A,B,B,B,A,A,A,B,B,A
10000213,B,A,D,E,A,K,B,D,D,B,A,B,B,B,A,B,B,A,B,A,B,A,A,A,B,A,A,A,A,A,B,A,B,B,B,A,B,A,B,A,B,B,B,A,A,A,A,B,B
10000214,C,B,A,C,E,K,C,A,C,B,A,B,B,B,A,A,A,A,B,A,A,A,A,B,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A
10000215,C,B,C,C,B,K,B,A,C,B,B,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,B,B,A,B,B,B,A,A
10000216,D,B,B,E,C,J,A,E,B,B,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,A,B,A,A,A,A
10000217,C,B,B,E,A,J,C,A,C,A,A,B,A,A,B,A,B,B,B,A,B,A,B,A,B,A,B,B,B,A,A,B,A,A,B,A,B,A,B,B,A,A,A,A,B,B,B,A,A
10000218,C,A,B,C,A,L,B,D,E,A,B,B,A,A,A,B,A,A,A,A,A,B,B,B,A,B,A,B,A,B,B,A,B,B,B,A,B,A,A,A,A,B,B,A,A,A,A,B,B
10000219,C,A,D,D,A,A,B,C,D,A,B,B,A,A,A,B,A,B,B,B,B,B,B,A,B,A,A,B,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,B
10000220,C,B,C,E,A,A,B,C,D,A,A,B,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,B,A,A,B,B,A,B,B,B,B,B,B,A,A,A,A,A,B,B,B
10000221,D,A,C,C,A,L,B,E,E,A,B,A,B,A,A,B,A,A,B,B,B,A,A,A,B,B,B,A,B,B,B,A,B,B,B,A,A,B,A,A,A,A,B,B,B,A,A,B,A
10000222,B,B,C,D,A,K,C,D,C,B,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,B,A,B,A,B,A,B,B,A,B,B,B,B,A,B,B,B,B,B,B,A,B,B
10000223,D,B,B,B,B,K,B,B,C,A,B,A,A,A,A,B,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,A,A,B,B,B,B,B,B,A,A,B,A,B,B,A
10000224,C,A,D,F,A,A,C,E,C,A,B,A,A,A,A,A,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B
10000225,B,A,C,E,B,J,B,E,C,A,B,B,B,A,B,A,B,A,A,B,B,A,B,A,A,A,A,B,A,B,A,B,B,A,A,B,B,B,A,A,A,B,B,B,B,B,A,A,B
10000226,C,A,A,B,D,J,C,B,C,B,A,A,A,B,A,B,A,B,A,B,B,B,B,A,B,A,A,A,A,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,B,B,B,A,B
10000227,D,A,A,E,A,F,A,C,D,B,A,B,A,B,A,B,A,B,B,A,B,A,B,B,B,A,B,B,A,B,A,B,B,A,A,B,A,B,A,B,A,B,A,B,A,A,B,A,B
10000228,C,A,C,C,A,A,A,C,B,B,B,B,A,B,B,B,B,B,A,B,A,A,B,B,A,A,B,B,B,B,A,A,B,B,B,B,A,B,B,B,B,B,B,A,B,B,B,B,B
10000229,A,B,B,D,A,B,B,C,B,A,B,A,B,A,B,A,A,A,B,A,A,B,A,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,B,A,A,B,A,A,B,B
10000230,D,B,B,E,A,E,C,B,E,B,B,B,B,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,A,B,B,A,B,B,B,B,B,A,B,B,B,B,A,B
10000231,A,B,C,B,B,K,B,B,C,A,B,B,B,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,A,A,B,A,B,A,B,A,A,A,A,A,A,A
10000232,C,A,A,E,D,L,C,A,C,B,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,A,A,B,A,A,A,A,B,A,B,B,A,A,B,A,A,A,B,B,A,B,B
10000233,C,A,B,D,A,A,B,A,C,B,A,A,A,A,B,B,A,B,A,B,A,A,B,A,B,A,B,A,B,B,B,B,B,A,B,A,B,B,A,B,B,B,B,A,A,B,A,B,A
10000234,D,B,C,B,A,L,C,C,C,B,A,A,A,A,A,A,A,B,B,B,A,A,B,B,B,B,B,A,A,A,B,B,B,B,B,A,A,B,B,B,A,A,B,A,A,A,A,B,A
10000235,B,A,A,D,A,I,B,B,D,A,B,B,A,A,A,A,A,A,B,B,A,A,B,B,B,B,A,A,B,A,B,B,A,A,B,A,A,A,B,A,A,A,B,A,A,B,A,B,A
10000236,D,B,D,E,A,L,B,E,E,A,A,A,B,A,A,B,B,A,B,B,A,A,A,B,A,A,A,A,B,B,A,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B
10000237,D,A,C,C,A,J,B,A,D,B,A,B,A,A,B,B,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B,A,B,A,B,A,B,A,B,B,A,B,B,A,A,B,A,B
10000238,B,A,A,B,A,J,C,C,C,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,A,A,B,A,A,B,B,A,A,A
10000239,C,A,B,B,A,A,A,B,B,A,A,B,B,B,A,A,B,B,B,B,B,B,A,B,B,A,A,A,A,B,B,A,A,B,B,B,A,A,A,A,B,A,B,B,B,A,B,B,B
10000240,A,A,B,E,A,J,C,A,E,B,B,B,B,A,A,B,B,A,B,B,A,B,B,B,A,A,A,B,A,A,A,A,A,B,B,A,A,A,B,A,B,A,A,B,B,A,A,A,B
10000241,D,B,B,E,B,L,D,C,E,A,B,A,B,B,B,A,B,B,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,A
10000242,D,B,D,E,A,J,A,D,C,B,B,A,A,B,B,B,B,A,A,B,A,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,B,B,A,A,B,B,A,A,B,A,A
10000243,B,B,B,E,A,A,B,B,D,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,A,B,A,B,B,B,A,B,B,B,B,B,B,A,B,B,B,B,B,B,A,B
10000244,D,B,D,C,A,L,B,A,D,A,A,B,B,B,A,B,B,B,B,B,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,A,A
10000245,C,B,D,D,A,J,B,C,C,B,B,A,B,B,B,B,A,B,B,B,A,B,A,A,A,A,B,B,A,A,B,B,A,A,A,B,B,A,A,B,B,A,B,B,A,B,B,B,B
10000246,C,B,B,B,B,L,B,A,D,A,B,A,A,A,B,B,A,B,B,B,A,A,A,A,A,A,B,B,A,A,B,B,B,A,B,A,A,A,A,B,A,A,A,B,B,A,B,A,B
10000247,D,B,B,D,A,J,A,B,B,A,B,A,A,B,B,B,B,A,A,A,B,B,B,A,B,A,A,B,A,B,A,B,A,A,A,A,A,B,A,A,A,B,A,A,B,A,A,A,B
10000248,C,A,A,C,C,G,B,A,C,A,B,A,A,A,B,A,A,B,B,B,A,A,B,B,B,A,B,A,B,A,B,B,A,B,B,B,A,A,B,B,A,A,B,B,A,A,A,B,A
10000249,B,B,B,E,A,J,C,E,C,B,A,B,B,B,A,A,B,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,A,B,B,A
10000250,D,B,B,D,A,L,A,C,C,A,B,B,A,A,B,B,A,A,A,B,B,B,B,B,A,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,B,A,B,A,A,A,B,B,A
10000251,C,A,B,E,A,J,B,B,D,A,B,A,A,A,A,A,B,B,B,B,B,A,A,B,B,A,A,A,A,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,A,A,B,A
10000252,A,B,A,E,A,L,B,D,E,A,A,B,A,B,B,B,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,B,A,B,B,B,A,B,A,B,B,B,B,B
10000253,C,B,C,B,A,A,B,E,D,B,B,B,A,B,B,B,B,B,A,B,B,B,A,B,A,B,B,A,A,A,B,B,B,A,B,A,B,A,B,B,A,A,B,B,B,B,B,A,A
